Train,Line,Station,Arrival Time,Driver,Crew 1,Crew 2
Train1,Dormont,Green,2024-07-30 02:32:04,Alejandro,Alice,Barbra
Train1,Glenbury,Green,2024-07-30 02:33:24,Alejandro,Alice,Barbra
Train1,Dormont,Green,2024-07-30 02:35:37,Alejandro,Alice,Barbra
Train1,Glenbury,Green,2024-07-30 02:36:57,Alejandro,Alice,Barbra
Train1,Dormont,Green,2024-07-30 02:39:10,Alejandro,Alice,Barbra
Train1,Glenbury,Green,2024-07-30 02:40:30,Alejandro,Alice,Barbra
Train1,Dormont,Green,2024-07-30 02:42:43,Alejandro,Alice,Barbra
Train1,Glenbury,Green,2024-07-30 02:44:03,Alejandro,Alice,Barbra
Train1,Dormont,Green,2024-07-30 02:46:16,Alejandro,Alice,Barbra
Train1,Glenbury,Green,2024-07-30 02:47:36,Alejandro,Alice,Barbra
Train1,Dormont,Green,2024-07-30 02:49:49,Alejandro,Alice,Barbra
Train1,Glenbury,Green,2024-07-30 02:51:09,Alejandro,Alice,Barbra
Train1,Dormont,Green,2024-07-30 02:53:22,Alejandro,Alice,Barbra
Train1,Glenbury,Green,2024-07-30 02:54:42,Alejandro,Alice,Barbra
Train1,Dormont,Green,2024-07-30 02:56:55,Alejandro,Alice,Barbra
Train1,Glenbury,Green,2024-07-30 02:58:15,Alejandro,Alice,Barbra
Train1,Dormont,Green,2024-07-30 03:00:28,Alejandro,Alice,Barbra
Train1,Glenbury,Green,2024-07-30 03:01:48,Alejandro,Alice,Barbra
Train1,Dormont,Green,2024-07-30 03:04:01,Alejandro,Alice,Barbra
Train1,Glenbury,Green,2024-07-30 03:05:21,Alejandro,Alice,Barbra
Train1,Dormont,Green,2024-07-30 03:07:34,Alejandro,Alice,Barbra
Train1,Glenbury,Green,2024-07-30 03:08:54,Alejandro,Alice,Barbra
Train1,Dormont,Green,2024-07-30 03:11:07,Alejandro,Alice,Barbra
Train1,Glenbury,Green,2024-07-30 03:12:27,Alejandro,Alice,Barbra
Train1,Dormont,Green,2024-07-30 03:14:40,Alejandro,Alice,Barbra
Train1,Glenbury,Green,2024-07-30 03:16:00,Alejandro,Alice,Barbra
Train1,Dormont,Green,2024-07-30 03:18:13,Alejandro,Alice,Barbra
Train1,Glenbury,Green,2024-07-30 03:19:33,Alejandro,Alice,Barbra
Train1,Dormont,Green,2024-07-30 03:21:46,Alejandro,Alice,Barbra
Train1,Glenbury,Green,2024-07-30 03:23:06,Alejandro,Alice,Barbra
Train1,Dormont,Green,2024-07-30 03:25:19,Alejandro,Alice,Barbra
Train1,Glenbury,Green,2024-07-30 03:26:39,Alejandro,Alice,Barbra
Train1,Dormont,Green,2024-07-30 03:28:52,Alejandro,Alice,Barbra
Train1,Glenbury,Green,2024-07-30 03:30:12,Alejandro,Alice,Barbra
Train1,Dormont,Green,2024-07-30 03:32:25,Alejandro,Alice,Barbra
Train1,Glenbury,Green,2024-07-30 03:33:45,Alejandro,Alice,Barbra
Train1,Dormont,Green,2024-07-30 03:35:58,Alejandro,Alice,Barbra
Train1,Glenbury,Green,2024-07-30 03:37:18,Alejandro,Alice,Barbra
Train1,Dormont,Green,2024-07-30 03:39:31,Alejandro,Alice,Barbra
Train1,Glenbury,Green,2024-07-30 03:40:51,Alejandro,Alice,Barbra
Train1,Dormont,Green,2024-07-30 03:43:04,Alejandro,Alice,Barbra
Train1,Glenbury,Green,2024-07-30 03:44:24,Alejandro,Alice,Barbra
Train1,Dormont,Green,2024-07-30 03:46:37,Alejandro,Alice,Barbra
Train1,Glenbury,Green,2024-07-30 03:47:57,Alejandro,Alice,Barbra
Train1,Dormont,Green,2024-07-30 03:50:10,Alejandro,Alice,Barbra
Train1,Glenbury,Green,2024-07-30 03:51:30,Alejandro,Alice,Barbra
Train1,Dormont,Green,2024-07-30 03:53:43,Alejandro,Alice,Barbra
Train1,Glenbury,Green,2024-07-30 03:55:03,Alejandro,Alice,Barbra
Train1,Dormont,Green,2024-07-30 03:57:16,Alejandro,Alice,Barbra
Train1,Glenbury,Green,2024-07-30 03:58:36,Alejandro,Alice,Barbra
Train1,Dormont,Green,2024-07-30 04:00:49,Alejandro,Alice,Barbra
Train1,Glenbury,Green,2024-07-30 04:32:09,Alejandro,Alice,Barbra
Train1,Dormont,Green,2024-07-30 04:34:22,Alejandro,Alice,Barbra
Train1,Glenbury,Green,2024-07-30 05:05:42,Alejandro,Alice,Barbra
Train1,Dormont,Green,2024-07-30 05:07:55,Alejandro,Alice,Barbra
Train1,Glenbury,Green,2024-07-30 05:39:15,Alejandro,Alice,Barbra
Train1,Dormont,Green,2024-07-30 05:41:28,Alejandro,Alice,Barbra
Train1,Glenbury,Green,2024-07-30 06:12:48,Alejandro,Alice,Barbra
Train1,Dormont,Green,2024-07-30 06:15:01,Alejandro,Alice,Barbra
Train1,Glenbury,Green,2024-07-30 06:46:21,Alejandro,Alice,Barbra
Train1,Dormont,Green,2024-07-30 06:48:34,Alejandro,Alice,Barbra
Train1,Glenbury,Green,2024-07-30 07:19:54,Alejandro,Alice,Barbra
Train1,Dormont,Green,2024-07-30 07:22:07,Alejandro,Alice,Barbra
Train1,Glenbury,Green,2024-07-30 07:53:27,Alejandro,Alice,Barbra
Train1,Dormont,Green,2024-07-30 07:55:40,Alejandro,Alice,Barbra
Train1,Glenbury,Green,2024-07-30 08:27:00,Alejandro,Alice,Barbra
Train1,Dormont,Green,2024-07-30 08:29:13,Alejandro,Alice,Barbra
Train1,Glenbury,Green,2024-07-30 08:30:45,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 08:32:58,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 08:34:18,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 08:36:31,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 08:37:51,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 08:40:04,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 08:41:24,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 08:43:37,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 08:44:57,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 08:47:10,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 08:48:30,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 08:50:43,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 08:52:03,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 08:54:16,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 08:55:36,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 08:57:49,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 08:59:09,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 09:01:22,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 09:02:42,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 09:04:55,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 09:06:15,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 09:08:28,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 09:09:48,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 09:12:01,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 09:13:21,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 09:15:34,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 09:16:54,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 09:19:07,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 09:20:27,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 09:22:40,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 09:24:00,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 09:26:13,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 09:27:33,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 09:29:46,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 09:31:06,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 09:33:19,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 09:34:39,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 09:36:52,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 09:38:12,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 09:40:25,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 09:41:45,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 09:43:58,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 09:45:18,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 09:47:31,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 09:48:51,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 09:51:04,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 09:52:24,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 09:54:37,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 09:55:57,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 09:58:10,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 09:59:30,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 10:01:43,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 10:03:03,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 10:05:16,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 10:06:36,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 10:08:49,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 10:10:09,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 10:12:22,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 10:13:42,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 10:15:55,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 10:17:15,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 10:19:28,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 10:20:48,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 10:23:01,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 10:24:21,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 10:26:34,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 10:27:54,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 10:30:07,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 10:31:27,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 10:33:40,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 10:35:00,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 10:37:13,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 10:38:33,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 10:40:46,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 10:42:06,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 10:44:19,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 10:45:39,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 10:47:52,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 10:49:12,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 10:51:25,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 10:52:45,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 10:54:58,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 10:56:18,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 10:58:31,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 10:59:51,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 11:02:04,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 11:03:24,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 11:05:37,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 11:06:57,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 11:09:10,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 11:10:30,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 11:12:43,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 11:14:03,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 11:16:16,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 11:17:36,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 11:19:49,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 11:21:09,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 11:23:22,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 11:24:42,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 11:26:55,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 11:28:15,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 11:30:28,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 11:31:48,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 11:34:01,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 11:35:21,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 11:37:34,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 11:38:54,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 11:41:07,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 11:42:27,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 11:44:40,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 11:46:00,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 11:48:13,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 11:49:33,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 11:51:46,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 11:53:06,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 11:55:19,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 11:56:39,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 11:58:52,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 12:00:12,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 12:02:25,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 12:03:45,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 12:05:58,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 12:07:18,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 12:09:31,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 12:10:51,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 12:13:04,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 12:14:24,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 12:16:37,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 12:17:57,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 12:20:10,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 12:21:30,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 12:23:43,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 12:25:03,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 12:27:16,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 12:28:36,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 12:30:49,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 13:02:09,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 13:04:22,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 13:35:42,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 13:37:55,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 14:09:15,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 14:11:28,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 14:42:48,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 14:45:01,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 15:16:21,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 15:18:34,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 15:49:54,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 15:52:07,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 16:23:27,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 16:25:40,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 16:57:00,Bob,Cole,Dan
Train1,Dormont,Green,2024-07-30 16:59:13,Bob,Cole,Dan
Train1,Glenbury,Green,2024-07-30 17:00:45,Charlie,Earl,Fern
Train1,Dormont,Green,2024-07-30 17:02:58,Charlie,Earl,Fern
Train1,Glenbury,Green,2024-07-30 17:04:18,Charlie,Earl,Fern
Train1,Dormont,Green,2024-07-30 17:06:31,Charlie,Earl,Fern
Train1,Glenbury,Green,2024-07-30 17:07:51,Charlie,Earl,Fern
Train1,Dormont,Green,2024-07-30 17:10:04,Charlie,Earl,Fern
Train1,Glenbury,Green,2024-07-30 17:11:24,Charlie,Earl,Fern
Train1,Dormont,Green,2024-07-30 17:13:37,Charlie,Earl,Fern
Train1,Glenbury,Green,2024-07-30 17:14:57,Charlie,Earl,Fern
Train1,Dormont,Green,2024-07-30 17:17:10,Charlie,Earl,Fern
Train1,Glenbury,Green,2024-07-30 17:18:30,Charlie,Earl,Fern
Train1,Dormont,Green,2024-07-30 17:20:43,Charlie,Earl,Fern
Train1,Glenbury,Green,2024-07-30 17:22:03,Charlie,Earl,Fern
Train1,Dormont,Green,2024-07-30 17:24:16,Charlie,Earl,Fern
Train1,Glenbury,Green,2024-07-30 17:25:36,Charlie,Earl,Fern
Train1,Dormont,Green,2024-07-30 17:27:49,Charlie,Earl,Fern
Train1,Glenbury,Green,2024-07-30 17:29:09,Charlie,Earl,Fern
Train1,Dormont,Green,2024-07-30 17:31:22,Charlie,Earl,Fern
Train1,Glenbury,Green,2024-07-30 17:32:42,Charlie,Earl,Fern
Train1,Dormont,Green,2024-07-30 17:34:55,Charlie,Earl,Fern
Train1,Glenbury,Green,2024-07-30 17:36:15,Charlie,Earl,Fern
Train1,Dormont,Green,2024-07-30 17:38:28,Charlie,Earl,Fern
Train1,Glenbury,Green,2024-07-30 17:39:48,Charlie,Earl,Fern
Train1,Dormont,Green,2024-07-30 17:42:01,Charlie,Earl,Fern
Train1,Glenbury,Green,2024-07-30 17:43:21,Charlie,Earl,Fern
Train1,Dormont,Green,2024-07-30 17:45:34,Charlie,Earl,Fern
Train1,Glenbury,Green,2024-07-30 17:46:54,Charlie,Earl,Fern
Train1,Dormont,Green,2024-07-30 17:49:07,Charlie,Earl,Fern
Train1,Glenbury,Green,2024-07-30 17:50:27,Charlie,Earl,Fern
Train1,Dormont,Green,2024-07-30 17:52:40,Charlie,Earl,Fern
Train1,Glenbury,Green,2024-07-30 17:54:00,Charlie,Earl,Fern
Train1,Dormont,Green,2024-07-30 17:56:13,Charlie,Earl,Fern
Train1,Glenbury,Green,2024-07-30 17:57:33,Charlie,Earl,Fern
Train1,Dormont,Green,2024-07-30 17:59:46,Charlie,Earl,Fern
Train1,Glenbury,Green,2024-07-30 18:01:06,Charlie,Earl,Fern
Train1,Dormont,Green,2024-07-30 18:03:19,Charlie,Earl,Fern
Train1,Glenbury,Green,2024-07-30 18:04:39,Charlie,Earl,Fern
Train1,Dormont,Green,2024-07-30 18:06:52,Charlie,Earl,Fern
Train1,Glenbury,Green,2024-07-30 18:08:12,Charlie,Earl,Fern
Train1,Dormont,Green,2024-07-30 18:10:25,Charlie,Earl,Fern
Train1,Glenbury,Green,2024-07-30 18:11:45,Charlie,Earl,Fern
Train1,Dormont,Green,2024-07-30 18:13:58,Charlie,Earl,Fern
Train1,Glenbury,Green,2024-07-30 18:15:18,Charlie,Earl,Fern
Train1,Dormont,Green,2024-07-30 18:17:31,Charlie,Earl,Fern
Train1,Glenbury,Green,2024-07-30 18:18:51,Charlie,Earl,Fern
Train1,Dormont,Green,2024-07-30 18:21:04,Charlie,Earl,Fern
Train1,Glenbury,Green,2024-07-30 18:22:24,Charlie,Earl,Fern
Train1,Dormont,Green,2024-07-30 18:24:37,Charlie,Earl,Fern
Train1,Glenbury,Green,2024-07-30 18:25:57,Charlie,Earl,Fern
Train1,Dormont,Green,2024-07-30 18:28:10,Charlie,Earl,Fern
Train1,Glenbury,Green,2024-07-30 18:29:30,Charlie,Earl,Fern
Train1,Dormont,Green,2024-07-30 18:31:43,Charlie,Earl,Fern
Train1,Glenbury,Green,2024-07-30 18:33:03,Charlie,Earl,Fern
Train1,Dormont,Green,2024-07-30 18:35:16,Charlie,Earl,Fern
