Train,Line,Station,Arrival Time,Driver,Crew 1,Crew 2
Train1,Poplar,Green,2024-07-18 17:50:23,Alejandro,Alice,Barbra
Train1,Castle Shannon,Green,2024-07-18 17:52:51,Alejandro,Alice,Barbra
Train1,Poplar,Green,2024-07-18 17:56:36,Alejandro,Alice,Barbra
Train1,Castle Shannon,Green,2024-07-18 17:59:04,Alejandro,Alice,Barbra
Train1,Poplar,Green,2024-07-18 18:02:49,Alejandro,Alice,Barbra
Train1,Castle Shannon,Green,2024-07-18 18:05:17,Alejandro,Alice,Barbra
Train1,Poplar,Green,2024-07-18 18:09:02,Alejandro,Alice,Barbra
Train1,Castle Shannon,Green,2024-07-18 18:11:30,Alejandro,Alice,Barbra
Train1,Poplar,Green,2024-07-18 18:15:15,Alejandro,Alice,Barbra
Train1,Castle Shannon,Green,2024-07-18 18:17:43,Alejandro,Alice,Barbra
Train1,Poplar,Green,2024-07-18 18:21:28,Alejandro,Alice,Barbra
Train1,Castle Shannon,Green,2024-07-18 18:23:56,Alejandro,Alice,Barbra
Train1,Poplar,Green,2024-07-18 18:27:41,Alejandro,Alice,Barbra
Train1,Castle Shannon,Green,2024-07-18 18:30:09,Alejandro,Alice,Barbra
Train1,Poplar,Green,2024-07-18 18:33:54,Alejandro,Alice,Barbra
Train1,Castle Shannon,Green,2024-07-18 18:36:22,Alejandro,Alice,Barbra
Train1,Poplar,Green,2024-07-18 18:40:07,Alejandro,Alice,Barbra
Train1,Castle Shannon,Green,2024-07-18 18:42:35,Alejandro,Alice,Barbra
Train1,Poplar,Green,2024-07-18 18:46:20,Alejandro,Alice,Barbra
Train1,Castle Shannon,Green,2024-07-18 18:48:48,Alejandro,Alice,Barbra
Train1,Poplar,Green,2024-07-18 18:52:33,Alejandro,Alice,Barbra
Train1,Castle Shannon,Green,2024-07-18 18:55:01,Alejandro,Alice,Barbra
Train1,Poplar,Green,2024-07-18 18:58:46,Alejandro,Alice,Barbra
Train1,Castle Shannon,Green,2024-07-18 19:01:14,Alejandro,Alice,Barbra
Train1,Poplar,Green,2024-07-18 19:04:59,Alejandro,Alice,Barbra
Train1,Castle Shannon,Green,2024-07-18 19:07:27,Alejandro,Alice,Barbra
Train1,Poplar,Green,2024-07-18 19:11:12,Alejandro,Alice,Barbra
Train1,Castle Shannon,Green,2024-07-18 19:13:40,Alejandro,Alice,Barbra
Train1,Poplar,Green,2024-07-18 19:17:25,Alejandro,Alice,Barbra
Train1,Castle Shannon,Green,2024-07-18 19:19:53,Alejandro,Alice,Barbra
Train1,Poplar,Green,2024-07-18 19:23:38,Alejandro,Alice,Barbra
Train1,Castle Shannon,Green,2024-07-18 19:26:06,Alejandro,Alice,Barbra
Train1,Poplar,Green,2024-07-18 19:29:51,Alejandro,Alice,Barbra
Train1,Castle Shannon,Green,2024-07-18 19:32:19,Alejandro,Alice,Barbra
Train1,Poplar,Green,2024-07-18 19:36:04,Alejandro,Alice,Barbra
Train1,Castle Shannon,Green,2024-07-18 19:38:32,Alejandro,Alice,Barbra
Train1,Poplar,Green,2024-07-18 19:42:17,Alejandro,Alice,Barbra
Train1,Castle Shannon,Green,2024-07-18 19:44:45,Alejandro,Alice,Barbra
Train1,Poplar,Green,2024-07-18 19:48:30,Alejandro,Alice,Barbra
Train1,Castle Shannon,Green,2024-07-18 19:50:58,Alejandro,Alice,Barbra
Train1,Poplar,Green,2024-07-18 19:54:43,Alejandro,Alice,Barbra
Train1,Castle Shannon,Green,2024-07-18 19:57:11,Alejandro,Alice,Barbra
Train1,Poplar,Green,2024-07-18 20:00:56,Alejandro,Alice,Barbra
Train1,Castle Shannon,Green,2024-07-18 20:03:24,Alejandro,Alice,Barbra
Train1,Poplar,Green,2024-07-18 20:07:09,Alejandro,Alice,Barbra
Train1,Castle Shannon,Green,2024-07-18 20:09:37,Alejandro,Alice,Barbra
Train1,Poplar,Green,2024-07-18 20:13:22,Alejandro,Alice,Barbra
Train1,Castle Shannon,Green,2024-07-18 20:15:50,Alejandro,Alice,Barbra
Train1,Poplar,Green,2024-07-18 20:19:35,Alejandro,Alice,Barbra
Train1,Castle Shannon,Green,2024-07-18 20:22:03,Alejandro,Alice,Barbra
Train1,Poplar,Green,2024-07-18 20:25:48,Alejandro,Alice,Barbra
Train1,Castle Shannon,Green,2024-07-18 20:28:16,Alejandro,Alice,Barbra
Train1,Poplar,Green,2024-07-18 21:02:01,Alejandro,Alice,Barbra
Train1,Castle Shannon,Green,2024-07-18 21:04:29,Alejandro,Alice,Barbra
Train1,Poplar,Green,2024-07-18 21:38:14,Alejandro,Alice,Barbra
Train1,Castle Shannon,Green,2024-07-18 21:40:42,Alejandro,Alice,Barbra
Train1,Poplar,Green,2024-07-18 22:14:27,Alejandro,Alice,Barbra
Train1,Castle Shannon,Green,2024-07-18 22:16:55,Alejandro,Alice,Barbra
Train1,Poplar,Green,2024-07-18 22:50:40,Alejandro,Alice,Barbra
Train1,Castle Shannon,Green,2024-07-18 22:53:08,Alejandro,Alice,Barbra
Train1,Poplar,Green,2024-07-18 23:26:53,Alejandro,Alice,Barbra
Train1,Castle Shannon,Green,2024-07-18 23:29:21,Alejandro,Alice,Barbra
Train1,Poplar,Green,2024-07-19 00:03:06,Alejandro,Alice,Barbra
Train1,Castle Shannon,Green,2024-07-19 00:05:34,Alejandro,Alice,Barbra
Train1,Poplar,Green,2024-07-19 00:39:19,Alejandro,Alice,Barbra
Train1,Castle Shannon,Green,2024-07-19 00:41:47,Alejandro,Alice,Barbra
Train1,Poplar,Green,2024-07-19 00:59:34,Bob,Cole,Dan
Train1,Castle Shannon,Green,2024-07-19 01:02:02,Bob,Cole,Dan
Train1,Poplar,Green,2024-07-19 01:05:47,Bob,Cole,Dan
Train1,Castle Shannon,Green,2024-07-19 01:08:15,Bob,Cole,Dan
Train1,Poplar,Green,2024-07-19 01:12:00,Bob,Cole,Dan
Train1,Castle Shannon,Green,2024-07-19 01:14:28,Bob,Cole,Dan
Train1,Poplar,Green,2024-07-19 01:18:13,Bob,Cole,Dan
Train1,Castle Shannon,Green,2024-07-19 01:20:41,Bob,Cole,Dan
Train1,Poplar,Green,2024-07-19 01:24:26,Bob,Cole,Dan
Train1,Castle Shannon,Green,2024-07-19 01:26:54,Bob,Cole,Dan
Train1,Poplar,Green,2024-07-19 01:30:39,Bob,Cole,Dan
Train1,Castle Shannon,Green,2024-07-19 01:33:07,Bob,Cole,Dan
Train1,Poplar,Green,2024-07-19 01:36:52,Bob,Cole,Dan
Train1,Castle Shannon,Green,2024-07-19 01:39:20,Bob,Cole,Dan
Train1,Poplar,Green,2024-07-19 01:43:05,Bob,Cole,Dan
Train1,Castle Shannon,Green,2024-07-19 01:45:33,Bob,Cole,Dan
Train1,Poplar,Green,2024-07-19 01:49:18,Bob,Cole,Dan
Train1,Castle Shannon,Green,2024-07-19 01:51:46,Bob,Cole,Dan
Train1,Poplar,Green,2024-07-19 01:55:31,Bob,Cole,Dan
Train1,Castle Shannon,Green,2024-07-19 01:57:59,Bob,Cole,Dan
Train1,Poplar,Green,2024-07-19 02:01:44,Bob,Cole,Dan
Train1,Castle Shannon,Green,2024-07-19 02:04:12,Bob,Cole,Dan
Train1,Poplar,Green,2024-07-19 02:07:57,Bob,Cole,Dan
Train1,Castle Shannon,Green,2024-07-19 02:10:25,Bob,Cole,Dan
Train1,Poplar,Green,2024-07-19 02:14:10,Bob,Cole,Dan
Train1,Castle Shannon,Green,2024-07-19 02:16:38,Bob,Cole,Dan
Train1,Poplar,Green,2024-07-19 02:20:23,Bob,Cole,Dan
Train1,Castle Shannon,Green,2024-07-19 02:22:51,Bob,Cole,Dan
Train1,Poplar,Green,2024-07-19 02:26:36,Bob,Cole,Dan
Train1,Castle Shannon,Green,2024-07-19 02:29:04,Bob,Cole,Dan
Train1,Poplar,Green,2024-07-19 02:32:49,Bob,Cole,Dan
Train1,Castle Shannon,Green,2024-07-19 02:35:17,Bob,Cole,Dan
Train1,Poplar,Green,2024-07-19 02:39:02,Bob,Cole,Dan
Train1,Castle Shannon,Green,2024-07-19 02:41:30,Bob,Cole,Dan
Train1,Poplar,Green,2024-07-19 02:45:15,Bob,Cole,Dan
Train1,Castle Shannon,Green,2024-07-19 02:47:43,Bob,Cole,Dan
Train1,Poplar,Green,2024-07-19 02:51:28,Bob,Cole,Dan
Train1,Castle Shannon,Green,2024-07-19 02:53:56,Bob,Cole,Dan
Train1,Poplar,Green,2024-07-19 02:57:41,Bob,Cole,Dan
Train1,Castle Shannon,Green,2024-07-19 03:00:09,Bob,Cole,Dan
Train1,Poplar,Green,2024-07-19 03:03:54,Bob,Cole,Dan
Train1,Castle Shannon,Green,2024-07-19 03:06:22,Bob,Cole,Dan
Train1,Poplar,Green,2024-07-19 03:10:07,Bob,Cole,Dan
Train1,Castle Shannon,Green,2024-07-19 03:12:35,Bob,Cole,Dan
Train1,Poplar,Green,2024-07-19 03:16:20,Bob,Cole,Dan
Train1,Castle Shannon,Green,2024-07-19 03:18:48,Bob,Cole,Dan
Train1,Poplar,Green,2024-07-19 03:22:33,Bob,Cole,Dan
Train1,Castle Shannon,Green,2024-07-19 03:25:01,Bob,Cole,Dan
Train1,Poplar,Green,2024-07-19 03:28:46,Bob,Cole,Dan
Train1,Castle Shannon,Green,2024-07-19 03:31:14,Bob,Cole,Dan
Train1,Poplar,Green,2024-07-19 03:34:59,Bob,Cole,Dan
Train1,Castle Shannon,Green,2024-07-19 03:37:27,Bob,Cole,Dan
Train1,Poplar,Green,2024-07-19 03:41:12,Bob,Cole,Dan
Train1,Castle Shannon,Green,2024-07-19 03:43:40,Bob,Cole,Dan
Train1,Poplar,Green,2024-07-19 03:47:25,Bob,Cole,Dan
Train1,Castle Shannon,Green,2024-07-19 03:49:53,Bob,Cole,Dan
Train1,Poplar,Green,2024-07-19 03:53:38,Bob,Cole,Dan
Train1,Castle Shannon,Green,2024-07-19 03:56:06,Bob,Cole,Dan
Train1,Poplar,Green,2024-07-19 03:59:51,Bob,Cole,Dan
Train1,Castle Shannon,Green,2024-07-19 04:02:19,Bob,Cole,Dan
Train1,Poplar,Green,2024-07-19 04:06:04,Bob,Cole,Dan
Train1,Castle Shannon,Green,2024-07-19 04:08:32,Bob,Cole,Dan
Train1,Poplar,Green,2024-07-19 04:12:17,Bob,Cole,Dan
Train1,Castle Shannon,Green,2024-07-19 04:14:45,Bob,Cole,Dan
Train1,Poplar,Green,2024-07-19 04:18:30,Bob,Cole,Dan
Train1,Castle Shannon,Green,2024-07-19 04:20:58,Bob,Cole,Dan
Train1,Poplar,Green,2024-07-19 04:24:43,Bob,Cole,Dan
Train1,Castle Shannon,Green,2024-07-19 04:27:11,Bob,Cole,Dan
Train1,Poplar,Green,2024-07-19 04:30:56,Bob,Cole,Dan
Train1,Castle Shannon,Green,2024-07-19 04:33:24,Bob,Cole,Dan
Train1,Poplar,Green,2024-07-19 04:37:09,Bob,Cole,Dan
Train1,Castle Shannon,Green,2024-07-19 04:39:37,Bob,Cole,Dan
Train1,Poplar,Green,2024-07-19 04:43:22,Bob,Cole,Dan
Train1,Castle Shannon,Green,2024-07-19 04:45:50,Bob,Cole,Dan
Train1,Poplar,Green,2024-07-19 04:49:35,Bob,Cole,Dan
Train1,Castle Shannon,Green,2024-07-19 04:52:03,Bob,Cole,Dan
Train1,Poplar,Green,2024-07-19 04:55:48,Bob,Cole,Dan
Train1,Castle Shannon,Green,2024-07-19 04:58:16,Bob,Cole,Dan
Train1,Poplar,Green,2024-07-19 05:32:01,Bob,Cole,Dan
Train1,Castle Shannon,Green,2024-07-19 05:34:29,Bob,Cole,Dan
Train1,Poplar,Green,2024-07-19 06:08:14,Bob,Cole,Dan
Train1,Castle Shannon,Green,2024-07-19 06:10:42,Bob,Cole,Dan
Train1,Poplar,Green,2024-07-19 06:44:27,Bob,Cole,Dan
Train1,Castle Shannon,Green,2024-07-19 06:46:55,Bob,Cole,Dan
Train1,Poplar,Green,2024-07-19 07:20:40,Bob,Cole,Dan
Train1,Castle Shannon,Green,2024-07-19 07:23:08,Bob,Cole,Dan
Train1,Poplar,Green,2024-07-19 07:56:53,Bob,Cole,Dan
Train1,Castle Shannon,Green,2024-07-19 07:59:21,Bob,Cole,Dan
Train1,Poplar,Green,2024-07-19 08:33:06,Bob,Cole,Dan
Train1,Castle Shannon,Green,2024-07-19 08:35:34,Bob,Cole,Dan
Train1,Poplar,Green,2024-07-19 09:09:19,Bob,Cole,Dan
Train1,Castle Shannon,Green,2024-07-19 09:11:47,Bob,Cole,Dan
Train1,Poplar,Green,2024-07-19 09:29:34,Charlie,Earl,Fern
Train1,Castle Shannon,Green,2024-07-19 09:32:02,Charlie,Earl,Fern
Train1,Poplar,Green,2024-07-19 09:35:47,Charlie,Earl,Fern
Train1,Castle Shannon,Green,2024-07-19 09:38:15,Charlie,Earl,Fern
Train1,Poplar,Green,2024-07-19 09:42:00,Charlie,Earl,Fern
Train1,Castle Shannon,Green,2024-07-19 09:44:28,Charlie,Earl,Fern
Train1,Poplar,Green,2024-07-19 09:48:13,Charlie,Earl,Fern
Train1,Castle Shannon,Green,2024-07-19 09:50:41,Charlie,Earl,Fern
Train1,Poplar,Green,2024-07-19 09:54:26,Charlie,Earl,Fern
Train1,Castle Shannon,Green,2024-07-19 09:56:54,Charlie,Earl,Fern
Train1,Poplar,Green,2024-07-19 10:00:39,Charlie,Earl,Fern
Train1,Castle Shannon,Green,2024-07-19 10:03:07,Charlie,Earl,Fern
Train1,Poplar,Green,2024-07-19 10:06:52,Charlie,Earl,Fern
Train1,Castle Shannon,Green,2024-07-19 10:09:20,Charlie,Earl,Fern
Train1,Poplar,Green,2024-07-19 10:13:05,Charlie,Earl,Fern
Train1,Castle Shannon,Green,2024-07-19 10:15:33,Charlie,Earl,Fern
Train1,Poplar,Green,2024-07-19 10:19:18,Charlie,Earl,Fern
Train1,Castle Shannon,Green,2024-07-19 10:21:46,Charlie,Earl,Fern
Train1,Poplar,Green,2024-07-19 10:25:31,Charlie,Earl,Fern
Train1,Castle Shannon,Green,2024-07-19 10:27:59,Charlie,Earl,Fern
Train1,Poplar,Green,2024-07-19 10:31:44,Charlie,Earl,Fern
Train1,Castle Shannon,Green,2024-07-19 10:34:12,Charlie,Earl,Fern
Train1,Poplar,Green,2024-07-19 10:37:57,Charlie,Earl,Fern
Train1,Castle Shannon,Green,2024-07-19 10:40:25,Charlie,Earl,Fern
Train1,Poplar,Green,2024-07-19 10:44:10,Charlie,Earl,Fern
Train1,Castle Shannon,Green,2024-07-19 10:46:38,Charlie,Earl,Fern
Train1,Poplar,Green,2024-07-19 10:50:23,Charlie,Earl,Fern
Train1,Castle Shannon,Green,2024-07-19 10:52:51,Charlie,Earl,Fern
Train1,Poplar,Green,2024-07-19 10:56:36,Charlie,Earl,Fern
Train1,Castle Shannon,Green,2024-07-19 10:59:04,Charlie,Earl,Fern
Train1,Poplar,Green,2024-07-19 11:02:49,Charlie,Earl,Fern
Train1,Castle Shannon,Green,2024-07-19 11:05:17,Charlie,Earl,Fern
Train1,Poplar,Green,2024-07-19 11:09:02,Charlie,Earl,Fern
Train1,Castle Shannon,Green,2024-07-19 11:11:30,Charlie,Earl,Fern
Train1,Poplar,Green,2024-07-19 11:15:15,Charlie,Earl,Fern
Train1,Castle Shannon,Green,2024-07-19 11:17:43,Charlie,Earl,Fern
Train1,Poplar,Green,2024-07-19 11:21:28,Charlie,Earl,Fern
Train1,Castle Shannon,Green,2024-07-19 11:23:56,Charlie,Earl,Fern
Train1,Poplar,Green,2024-07-19 11:27:41,Charlie,Earl,Fern
Train1,Castle Shannon,Green,2024-07-19 11:30:09,Charlie,Earl,Fern
Train1,Poplar,Green,2024-07-19 11:33:54,Charlie,Earl,Fern
Train1,Castle Shannon,Green,2024-07-19 11:36:22,Charlie,Earl,Fern
Train1,Poplar,Green,2024-07-19 11:40:07,Charlie,Earl,Fern
Train1,Castle Shannon,Green,2024-07-19 11:42:35,Charlie,Earl,Fern
Train1,Poplar,Green,2024-07-19 11:46:20,Charlie,Earl,Fern
Train1,Castle Shannon,Green,2024-07-19 11:48:48,Charlie,Earl,Fern
Train1,Poplar,Green,2024-07-19 11:52:33,Charlie,Earl,Fern
Train1,Castle Shannon,Green,2024-07-19 11:55:01,Charlie,Earl,Fern
Train1,Poplar,Green,2024-07-19 11:58:46,Charlie,Earl,Fern
Train1,Castle Shannon,Green,2024-07-19 12:01:14,Charlie,Earl,Fern
Train1,Poplar,Green,2024-07-19 12:04:59,Charlie,Earl,Fern
Train1,Castle Shannon,Green,2024-07-19 12:07:27,Charlie,Earl,Fern
Train1,Poplar,Green,2024-07-19 12:11:12,Charlie,Earl,Fern
Train1,Castle Shannon,Green,2024-07-19 12:13:40,Charlie,Earl,Fern
Train1,Poplar,Green,2024-07-19 12:17:25,Charlie,Earl,Fern
Train1,Castle Shannon,Green,2024-07-19 12:19:53,Charlie,Earl,Fern
Train1,Poplar,Green,2024-07-19 12:23:38,Charlie,Earl,Fern
Train1,Castle Shannon,Green,2024-07-19 12:26:06,Charlie,Earl,Fern
Train1,Poplar,Green,2024-07-19 12:29:51,Charlie,Earl,Fern
Train1,Castle Shannon,Green,2024-07-19 12:32:19,Charlie,Earl,Fern
Train1,Poplar,Green,2024-07-19 12:36:04,Charlie,Earl,Fern
Train1,Castle Shannon,Green,2024-07-19 12:38:32,Charlie,Earl,Fern
Train1,Poplar,Green,2024-07-19 12:42:17,Charlie,Earl,Fern
Train1,Castle Shannon,Green,2024-07-19 12:44:45,Charlie,Earl,Fern
Train1,Poplar,Green,2024-07-19 12:48:30,Charlie,Earl,Fern
Train1,Castle Shannon,Green,2024-07-19 12:50:58,Charlie,Earl,Fern
Train1,Poplar,Green,2024-07-19 12:54:43,Charlie,Earl,Fern
Train1,Castle Shannon,Green,2024-07-19 12:57:11,Charlie,Earl,Fern
Train1,Poplar,Green,2024-07-19 13:00:56,Charlie,Earl,Fern
Train1,Castle Shannon,Green,2024-07-19 13:03:24,Charlie,Earl,Fern
Train1,Poplar,Green,2024-07-19 13:07:09,Charlie,Earl,Fern
Train1,Castle Shannon,Green,2024-07-19 13:09:37,Charlie,Earl,Fern
Train1,Poplar,Green,2024-07-19 13:13:22,Charlie,Earl,Fern
Train1,Castle Shannon,Green,2024-07-19 13:15:50,Charlie,Earl,Fern
Train1,Poplar,Green,2024-07-19 13:19:35,Charlie,Earl,Fern
Train1,Castle Shannon,Green,2024-07-19 13:22:03,Charlie,Earl,Fern
Train1,Poplar,Green,2024-07-19 13:25:48,Charlie,Earl,Fern
Train1,Castle Shannon,Green,2024-07-19 13:28:16,Charlie,Earl,Fern
Train1,Poplar,Green,2024-07-19 14:02:01,Charlie,Earl,Fern
Train1,Castle Shannon,Green,2024-07-19 14:04:29,Charlie,Earl,Fern
Train1,Poplar,Green,2024-07-19 14:38:14,Charlie,Earl,Fern
Train1,Castle Shannon,Green,2024-07-19 14:40:42,Charlie,Earl,Fern
Train1,Poplar,Green,2024-07-19 15:14:27,Charlie,Earl,Fern
Train1,Castle Shannon,Green,2024-07-19 15:16:55,Charlie,Earl,Fern
Train1,Poplar,Green,2024-07-19 15:50:40,Charlie,Earl,Fern
Train1,Castle Shannon,Green,2024-07-19 15:53:08,Charlie,Earl,Fern
Train1,Poplar,Green,2024-07-19 16:26:53,Charlie,Earl,Fern
Train1,Castle Shannon,Green,2024-07-19 16:29:21,Charlie,Earl,Fern
