Train,Line,Station,Arrival Time,Driver,Crew 1,Crew 2
Train1,Green,Glenbury,2024-07-31 20:37:00,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 20:38:20,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 20:39:40,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 20:41:00,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 20:42:20,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 20:43:40,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 20:45:00,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 20:46:20,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 20:47:40,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 20:49:00,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 20:50:20,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 20:51:40,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 20:53:00,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 20:54:20,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 20:55:40,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 20:57:00,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 20:58:20,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 20:59:40,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 21:01:00,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 21:02:20,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 21:03:40,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 21:05:00,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 21:06:20,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 21:07:40,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 21:09:00,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 21:10:20,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 21:11:40,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 21:13:00,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 21:14:20,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 21:15:40,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 21:17:00,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 21:18:20,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 21:19:40,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 21:21:00,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 21:22:20,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 21:23:40,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 21:25:00,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 21:26:20,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 21:27:40,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 21:29:00,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 21:30:20,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 21:31:40,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 21:33:00,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 21:34:20,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 21:35:40,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 21:37:00,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 21:38:20,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 21:39:40,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 21:41:00,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 21:42:20,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 21:43:40,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 21:45:00,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 21:46:20,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 21:47:40,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 21:49:00,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 21:50:20,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 21:51:40,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 21:53:00,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 21:54:20,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 21:55:40,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 21:57:00,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 21:58:20,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 21:59:40,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 22:01:00,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 22:02:20,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 22:03:40,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 22:05:00,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 22:06:20,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 22:07:40,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 22:09:00,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 22:10:20,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 22:11:40,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 22:13:00,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 22:14:20,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 22:15:40,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 22:17:00,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 22:18:20,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 22:19:40,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 22:21:00,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 22:22:20,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 22:23:40,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 22:25:00,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 22:26:20,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 22:27:40,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 22:29:00,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 22:30:20,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 22:31:40,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 22:33:00,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 22:34:20,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 22:35:40,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 22:37:00,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 22:38:20,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 22:39:40,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 22:41:00,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 22:42:20,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 22:43:40,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 22:45:00,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 22:46:20,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 22:47:40,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 22:49:00,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 23:20:20,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-07-31 23:51:40,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-08-01 00:23:00,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-08-01 00:54:20,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-08-01 01:25:40,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-08-01 01:57:00,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-08-01 02:28:20,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-08-01 02:59:40,Alejandro,Alice,Barbra
Train1,Green,Glenbury,2024-08-01 03:20:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 03:21:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 03:23:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 03:24:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 03:25:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 03:27:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 03:28:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 03:29:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 03:31:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 03:32:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 03:33:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 03:35:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 03:36:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 03:37:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 03:39:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 03:40:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 03:41:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 03:43:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 03:44:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 03:45:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 03:47:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 03:48:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 03:49:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 03:51:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 03:52:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 03:53:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 03:55:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 03:56:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 03:57:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 03:59:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 04:00:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 04:01:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 04:03:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 04:04:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 04:05:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 04:07:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 04:08:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 04:09:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 04:11:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 04:12:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 04:13:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 04:15:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 04:16:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 04:17:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 04:19:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 04:20:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 04:21:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 04:23:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 04:24:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 04:25:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 04:27:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 04:28:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 04:29:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 04:31:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 04:32:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 04:33:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 04:35:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 04:36:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 04:37:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 04:39:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 04:40:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 04:41:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 04:43:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 04:44:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 04:45:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 04:47:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 04:48:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 04:49:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 04:51:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 04:52:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 04:53:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 04:55:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 04:56:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 04:57:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 04:59:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 05:00:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 05:01:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 05:03:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 05:04:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 05:05:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 05:07:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 05:08:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 05:09:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 05:11:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 05:12:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 05:13:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 05:15:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 05:16:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 05:17:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 05:19:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 05:20:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 05:21:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 05:23:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 05:24:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 05:25:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 05:27:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 05:28:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 05:29:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 05:31:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 05:32:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 05:33:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 05:35:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 05:36:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 05:37:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 05:39:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 05:40:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 05:41:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 05:43:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 05:44:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 05:45:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 05:47:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 05:48:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 05:49:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 05:51:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 05:52:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 05:53:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 05:55:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 05:56:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 05:57:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 05:59:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 06:00:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 06:01:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 06:03:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 06:04:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 06:05:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 06:07:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 06:08:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 06:09:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 06:11:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 06:12:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 06:13:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 06:15:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 06:16:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 06:17:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 06:19:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 06:20:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 06:21:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 06:23:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 06:24:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 06:25:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 06:27:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 06:28:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 06:29:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 06:31:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 06:32:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 06:33:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 06:35:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 06:36:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 06:37:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 06:39:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 06:40:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 06:41:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 06:43:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 06:44:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 06:45:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 06:47:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 06:48:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 06:49:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 06:51:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 06:52:20,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 06:53:40,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 06:55:00,Bob,Cole,Dan
Train1,Green,Glenbury,2024-08-01 06:56:20,Bob,Cole,Dan
