Train,Station,Prev Block,Start Block,End Block,Arrival Time,Driver,Crew 1,Crew 2
1,Swissville,48,48,21,2024-08-01 00:33:34.505199,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 00:35:13.653251,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 00:35:51.367537,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 00:36:21.367537,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 00:38:00.515589,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 00:38:38.229875,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 00:39:08.229875,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 00:40:47.377927,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 00:41:25.092213,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 00:41:55.092213,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 00:43:34.240265,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 00:44:11.954551,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 00:44:41.954551,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 00:46:21.102603,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 00:46:58.816889,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 00:47:28.816889,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 00:49:07.964941,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 00:49:45.679227,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 00:50:15.679227,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 00:51:54.827279,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 00:52:32.541565,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 00:53:02.541565,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 00:54:41.689617,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 00:55:19.403903,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 00:55:49.403903,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 00:57:28.551955,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 00:58:06.266241,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 00:58:36.266241,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 01:00:15.414293,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 01:00:53.128579,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 01:01:23.128579,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 01:03:02.276631,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 01:03:39.990917,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 01:04:09.990917,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 01:05:49.138969,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 01:06:26.853255,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 01:06:56.853255,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 01:08:36.001307,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 01:09:13.715593,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 01:09:43.715593,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 01:11:22.863645,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 01:12:00.577931,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 01:12:30.577931,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 01:14:09.725983,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 01:14:47.440269,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 01:15:17.440269,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 01:16:56.588321,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 01:17:34.302607,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 01:18:04.302607,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 01:19:43.450659,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 01:20:21.164945,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 01:20:51.164945,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 01:22:30.312997,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 01:23:08.027283,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 01:23:38.027283,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 01:25:17.175335,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 01:25:54.889621,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 01:26:24.889621,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 01:28:04.037673,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 01:28:41.751959,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 01:29:11.751959,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 01:30:50.900011,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 01:31:28.614297,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 01:31:58.614297,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 01:33:37.762349,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 01:34:15.476635,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 01:34:45.476635,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 01:36:24.624687,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 01:37:02.338973,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 01:37:32.338973,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 01:39:11.487025,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 01:39:49.201311,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 01:40:19.201311,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 01:41:58.349363,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 01:42:36.063649,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 01:43:06.063649,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 01:44:45.211701,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 01:45:22.925987,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 01:45:52.925987,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 01:47:32.074039,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 01:48:09.788325,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 01:48:39.788325,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 01:50:18.936377,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 01:50:56.650663,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 01:51:26.650663,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 01:53:05.798715,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 01:53:43.513001,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 01:54:13.513001,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 01:55:52.661053,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 01:56:30.375339,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 01:57:00.375339,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 01:58:39.523391,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 01:59:17.237677,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 01:59:47.237677,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 02:01:26.385729,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 02:02:04.100015,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 02:02:34.100015,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 02:04:13.248067,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 02:04:50.962353,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 02:05:20.962353,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 02:07:00.110405,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 02:07:37.824691,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 02:08:07.824691,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 02:09:46.972743,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 02:10:24.687029,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 02:10:54.687029,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 02:12:33.835081,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 02:13:11.549367,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 02:13:41.549367,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 02:15:20.697419,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 02:15:58.411705,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 02:16:28.411705,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 02:18:07.559757,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 02:18:45.274043,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 02:19:15.274043,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 02:20:54.422095,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 02:21:32.136381,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 02:22:02.136381,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 02:23:41.284433,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 02:24:18.998719,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 02:24:48.998719,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 02:26:28.146771,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 02:27:05.861057,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 02:27:35.861057,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 02:29:15.009109,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 02:29:52.723395,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 02:30:22.723395,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 02:32:01.871447,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 02:32:39.585733,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 02:33:09.585733,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 02:34:48.733785,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 02:35:26.448071,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 02:35:56.448071,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 02:37:35.596123,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 02:38:13.310409,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 02:38:43.310409,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 02:40:22.458461,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 02:41:00.172747,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 02:41:30.172747,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 02:43:09.320799,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 02:43:47.035085,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 02:44:17.035085,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 02:45:56.183137,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 02:46:33.897423,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 02:47:03.897423,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 02:48:43.045475,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 02:49:20.759761,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 02:49:50.759761,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 02:51:29.907813,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 02:52:07.622099,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 02:52:37.622099,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 02:54:16.770151,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 02:54:54.484437,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 02:55:24.484437,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 02:57:03.632489,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 02:57:41.346775,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 02:58:11.346775,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 02:59:50.494827,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 03:00:28.209113,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 03:00:58.209113,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 03:02:37.357165,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 03:03:15.071451,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 03:03:45.071451,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 03:05:24.219503,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 03:06:01.933789,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 03:06:31.933789,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 03:08:11.081841,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 03:08:48.796127,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 03:09:18.796127,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 03:10:57.944179,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 03:11:35.658465,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 03:12:05.658465,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 03:13:44.806517,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 03:14:22.520803,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 03:14:52.520803,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 03:16:31.668855,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 03:17:09.383141,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 03:17:39.383141,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 03:19:18.531193,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 03:19:56.245479,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 03:20:26.245479,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 03:22:05.393531,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 03:22:43.107817,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 03:23:13.107817,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 03:24:52.255869,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 03:25:29.970155,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 03:25:59.970155,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 03:27:39.118207,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 03:28:16.832493,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 03:28:46.832493,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 03:30:25.980545,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 03:31:03.694831,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 03:31:33.694831,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 03:33:12.842883,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 03:33:50.557169,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 03:34:20.557169,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 03:35:59.705221,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 03:36:37.419507,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 03:37:07.419507,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 03:38:46.567559,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 03:39:24.281845,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 03:39:54.281845,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 03:41:33.429897,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 03:42:11.144183,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 03:42:41.144183,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 03:44:20.292235,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 03:44:58.006521,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 03:45:28.006521,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 03:47:07.154573,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 03:47:44.868859,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 03:48:14.868859,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 03:49:54.016911,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 03:50:31.731197,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 03:51:01.731197,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 03:52:40.879249,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 03:53:18.593535,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 03:53:48.593535,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 03:55:27.741587,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 03:56:05.455873,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 03:56:35.455873,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 03:58:14.603925,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 03:58:52.318211,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 03:59:22.318211,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 04:01:01.466263,Alejandro,Alice,Barbra
1,Yard,45,45,78,2024-08-01 04:01:31.466263,Alejandro,Alice,Barbra
1,Station Square,78,78,48,2024-08-01 04:35:00.464964,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 04:35:30.464964,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 04:37:09.613016,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 04:37:47.327302,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 04:38:17.327302,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 04:39:56.475354,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 04:40:34.189640,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 04:41:04.189640,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 04:42:43.337692,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 04:43:21.051978,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 04:43:51.051978,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 04:45:30.200030,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 04:46:07.914316,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 04:46:37.914316,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 04:48:17.062368,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 04:48:54.776654,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 04:49:24.776654,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 04:51:03.924706,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 04:51:41.638992,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 04:52:11.638992,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 04:53:50.787044,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 04:54:28.501330,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 04:54:58.501330,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 04:56:37.649382,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 04:57:15.363668,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 04:57:45.363668,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 04:59:24.511720,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 05:00:02.226006,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 05:00:32.226006,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 05:02:11.374058,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 05:02:49.088344,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 05:03:19.088344,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 05:04:58.236396,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 05:05:35.950682,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 05:06:05.950682,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 05:07:45.098734,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 05:08:22.813020,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 05:08:52.813020,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 05:10:31.961072,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 05:11:09.675358,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 05:11:39.675358,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 05:13:18.823410,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 05:13:56.537696,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 05:14:26.537696,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 05:16:05.685748,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 05:16:43.400034,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 05:17:13.400034,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 05:18:52.548086,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 05:19:30.262372,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 05:20:00.262372,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 05:21:39.410424,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 05:22:17.124710,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 05:22:47.124710,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 05:24:26.272762,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 05:25:03.987048,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-01 05:25:33.987048,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-01 05:27:13.135100,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-01 05:27:50.849386,Alejandro,Alice,Barbra
