Train,Station,Prev Block,Start Block,End Block,Arrival Time,Driver,Crew 1,Crew 2
1,Dormont 1,64,65,73,2024-07-30 20:10:33.417126,Alejandro,Alice,Barbra
1,Glenbury 1,152,73,65,2024-07-30 20:11:33.417126,Alejandro,Alice,Barbra
1,Dormont 1,64,65,73,2024-07-30 20:13:07.702840,Alejandro,Alice,Barbra
1,Glenbury 1,152,73,65,2024-07-30 20:14:07.702840,Alejandro,Alice,Barbra
1,Dormont 1,64,65,73,2024-07-30 20:15:41.988554,Alejandro,Alice,Barbra
1,Glenbury 1,152,73,65,2024-07-30 20:16:41.988554,Alejandro,Alice,Barbra
1,Dormont 1,64,65,73,2024-07-30 20:18:16.274268,Alejandro,Alice,Barbra
1,Glenbury 1,152,73,65,2024-07-30 20:19:16.274268,Alejandro,Alice,Barbra
1,Dormont 1,64,65,73,2024-07-30 20:20:50.559982,Alejandro,Alice,Barbra
1,Glenbury 1,152,73,65,2024-07-30 20:21:50.559982,Alejandro,Alice,Barbra
1,Dormont 1,64,65,73,2024-07-30 20:23:24.845696,Alejandro,Alice,Barbra
1,Glenbury 1,152,73,65,2024-07-30 20:24:24.845696,Alejandro,Alice,Barbra
1,Dormont 1,64,65,73,2024-07-30 20:25:59.131410,Alejandro,Alice,Barbra
1,Glenbury 1,152,73,65,2024-07-30 20:26:59.131410,Alejandro,Alice,Barbra
1,Dormont 1,64,65,73,2024-07-30 20:28:33.417124,Alejandro,Alice,Barbra
1,Glenbury 1,152,73,65,2024-07-30 20:29:33.417124,Alejandro,Alice,Barbra
1,Dormont 1,64,65,73,2024-07-30 20:31:07.702838,Alejandro,Alice,Barbra
1,Glenbury 1,152,73,65,2024-07-30 20:32:07.702838,Alejandro,Alice,Barbra
1,Dormont 1,64,65,73,2024-07-30 20:33:41.988552,Alejandro,Alice,Barbra
1,Glenbury 1,152,73,65,2024-07-30 20:34:41.988552,Alejandro,Alice,Barbra
1,Dormont 1,64,65,73,2024-07-30 20:36:16.274266,Alejandro,Alice,Barbra
1,Glenbury 1,152,73,65,2024-07-30 20:37:16.274266,Alejandro,Alice,Barbra
1,Dormont 1,64,65,73,2024-07-30 20:38:50.559980,Alejandro,Alice,Barbra
1,Glenbury 1,152,73,65,2024-07-30 20:39:50.559980,Alejandro,Alice,Barbra
1,Dormont 1,64,65,73,2024-07-30 20:41:24.845694,Alejandro,Alice,Barbra
1,Glenbury 1,152,73,65,2024-07-30 20:42:24.845694,Alejandro,Alice,Barbra
1,Dormont 1,64,65,73,2024-07-30 20:43:59.131408,Alejandro,Alice,Barbra
1,Glenbury 1,152,73,65,2024-07-30 20:44:59.131408,Alejandro,Alice,Barbra
1,Dormont 1,64,65,73,2024-07-30 20:46:33.417122,Alejandro,Alice,Barbra
1,Glenbury 1,152,73,65,2024-07-30 20:47:33.417122,Alejandro,Alice,Barbra
1,Dormont 1,64,65,73,2024-07-30 20:49:07.702836,Alejandro,Alice,Barbra
1,Glenbury 1,152,73,65,2024-07-30 20:50:07.702836,Alejandro,Alice,Barbra
1,Dormont 1,64,65,73,2024-07-30 20:51:41.988550,Alejandro,Alice,Barbra
1,Glenbury 1,152,73,65,2024-07-30 20:52:41.988550,Alejandro,Alice,Barbra
1,Dormont 1,64,65,73,2024-07-30 20:54:16.274264,Alejandro,Alice,Barbra
1,Glenbury 1,152,73,65,2024-07-30 20:55:16.274264,Alejandro,Alice,Barbra
1,Dormont 1,64,65,73,2024-07-30 20:56:50.559978,Alejandro,Alice,Barbra
1,Glenbury 1,152,73,65,2024-07-30 20:57:50.559978,Alejandro,Alice,Barbra
1,Dormont 1,64,65,73,2024-07-30 20:59:24.845692,Alejandro,Alice,Barbra
1,Glenbury 1,152,73,65,2024-07-30 21:00:24.845692,Alejandro,Alice,Barbra
1,Dormont 1,64,65,73,2024-07-30 21:01:59.131406,Alejandro,Alice,Barbra
1,Glenbury 1,152,73,65,2024-07-30 21:02:59.131406,Alejandro,Alice,Barbra
1,Dormont 1,64,65,73,2024-07-30 21:04:33.417120,Alejandro,Alice,Barbra
1,Glenbury 1,152,73,65,2024-07-30 21:05:33.417120,Alejandro,Alice,Barbra
1,Dormont 1,64,65,73,2024-07-30 21:07:07.702834,Alejandro,Alice,Barbra
1,Glenbury 1,152,73,65,2024-07-30 21:08:07.702834,Alejandro,Alice,Barbra
1,Dormont 1,64,65,73,2024-07-30 21:09:41.988548,Alejandro,Alice,Barbra
1,Glenbury 1,152,73,65,2024-07-30 21:10:41.988548,Alejandro,Alice,Barbra
1,Dormont 1,64,65,73,2024-07-30 21:12:16.274262,Alejandro,Alice,Barbra
1,Glenbury 1,152,73,65,2024-07-30 21:13:16.274262,Alejandro,Alice,Barbra
1,Dormont 1,64,65,73,2024-07-30 21:14:50.559976,Alejandro,Alice,Barbra
1,Glenbury 1,152,73,65,2024-07-30 21:15:50.559976,Alejandro,Alice,Barbra
1,Dormont 1,64,65,73,2024-07-30 21:17:24.845690,Alejandro,Alice,Barbra
1,Glenbury 1,152,73,65,2024-07-30 21:18:24.845690,Alejandro,Alice,Barbra
1,Dormont 1,64,65,73,2024-07-30 21:19:59.131404,Alejandro,Alice,Barbra
1,Glenbury 1,152,73,65,2024-07-30 21:20:59.131404,Alejandro,Alice,Barbra
1,Dormont 1,64,65,73,2024-07-30 21:22:33.417118,Alejandro,Alice,Barbra
1,Glenbury 1,152,73,65,2024-07-30 21:23:33.417118,Alejandro,Alice,Barbra
1,Dormont 1,64,65,73,2024-07-30 21:25:07.702832,Alejandro,Alice,Barbra
1,Glenbury 1,152,73,65,2024-07-30 21:26:07.702832,Alejandro,Alice,Barbra
1,Dormont 1,64,65,73,2024-07-30 21:27:41.988546,Alejandro,Alice,Barbra
1,Glenbury 1,152,73,65,2024-07-30 21:28:41.988546,Alejandro,Alice,Barbra
1,Dormont 1,64,65,73,2024-07-30 21:30:16.274260,Alejandro,Alice,Barbra
1,Glenbury 1,152,73,65,2024-07-30 21:31:16.274260,Alejandro,Alice,Barbra
1,Dormont 1,64,65,73,2024-07-30 21:32:50.559974,Alejandro,Alice,Barbra
1,Glenbury 1,152,73,65,2024-07-30 21:33:50.559974,Alejandro,Alice,Barbra
1,Dormont 1,64,65,73,2024-07-30 21:35:24.845688,Alejandro,Alice,Barbra
1,Glenbury 1,152,73,65,2024-07-30 21:36:24.845688,Alejandro,Alice,Barbra
1,Dormont 1,64,65,73,2024-07-30 21:37:59.131402,Alejandro,Alice,Barbra
1,Glenbury 1,152,73,65,2024-07-30 21:38:59.131402,Alejandro,Alice,Barbra
1,Dormont 1,64,65,73,2024-07-30 21:40:33.417116,Alejandro,Alice,Barbra
1,Glenbury 1,152,73,65,2024-07-30 21:41:33.417116,Alejandro,Alice,Barbra
1,Dormont 1,64,65,73,2024-07-30 21:43:07.702830,Alejandro,Alice,Barbra
1,Glenbury 1,152,73,65,2024-07-30 22:14:07.702830,Alejandro,Alice,Barbra
1,Dormont 1,64,65,73,2024-07-30 22:45:41.988544,Alejandro,Alice,Barbra
1,Glenbury 1,152,73,65,2024-07-30 23:16:41.988544,Alejandro,Alice,Barbra
1,Dormont 1,64,65,73,2024-07-30 23:48:16.274258,Alejandro,Alice,Barbra
1,Glenbury 1,152,73,65,2024-07-31 00:19:16.274258,Alejandro,Alice,Barbra
1,Dormont 1,64,65,73,2024-07-31 00:50:50.559972,Alejandro,Alice,Barbra
1,Glenbury 1,152,73,65,2024-07-31 01:21:50.559972,Alejandro,Alice,Barbra
1,Dormont 1,64,65,73,2024-07-31 01:53:24.845686,Alejandro,Alice,Barbra
1,Glenbury 1,152,152,65,2024-07-31 02:12:24.845714,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 02:13:59.131428,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 02:14:59.131428,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 02:16:33.417142,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 02:17:33.417142,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 02:19:07.702856,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 02:20:07.702856,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 02:21:41.988570,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 02:22:41.988570,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 02:24:16.274284,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 02:25:16.274284,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 02:26:50.559998,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 02:27:50.559998,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 02:29:24.845712,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 02:30:24.845712,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 02:31:59.131426,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 02:32:59.131426,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 02:34:33.417140,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 02:35:33.417140,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 02:37:07.702854,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 02:38:07.702854,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 02:39:41.988568,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 02:40:41.988568,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 02:42:16.274282,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 02:43:16.274282,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 02:44:50.559996,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 02:45:50.559996,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 02:47:24.845710,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 02:48:24.845710,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 02:49:59.131424,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 02:50:59.131424,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 02:52:33.417138,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 02:53:33.417138,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 02:55:07.702852,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 02:56:07.702852,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 02:57:41.988566,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 02:58:41.988566,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 03:00:16.274280,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 03:01:16.274280,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 03:02:50.559994,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 03:03:50.559994,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 03:05:24.845708,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 03:06:24.845708,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 03:07:59.131422,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 03:08:59.131422,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 03:10:33.417136,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 03:11:33.417136,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 03:13:07.702850,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 03:14:07.702850,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 03:15:41.988564,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 03:16:41.988564,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 03:18:16.274278,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 03:19:16.274278,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 03:20:50.559992,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 03:21:50.559992,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 03:23:24.845706,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 03:24:24.845706,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 03:25:59.131420,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 03:26:59.131420,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 03:28:33.417134,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 03:29:33.417134,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 03:31:07.702848,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 03:32:07.702848,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 03:33:41.988562,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 03:34:41.988562,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 03:36:16.274276,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 03:37:16.274276,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 03:38:50.559990,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 03:39:50.559990,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 03:41:24.845704,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 03:42:24.845704,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 03:43:59.131418,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 03:44:59.131418,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 03:46:33.417132,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 03:47:33.417132,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 03:49:07.702846,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 03:50:07.702846,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 03:51:41.988560,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 03:52:41.988560,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 03:54:16.274274,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 03:55:16.274274,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 03:56:50.559988,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 03:57:50.559988,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 03:59:24.845702,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 04:00:24.845702,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 04:01:59.131416,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 04:02:59.131416,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 04:04:33.417130,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 04:05:33.417130,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 04:07:07.702844,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 04:08:07.702844,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 04:09:41.988558,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 04:10:41.988558,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 04:12:16.274272,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 04:13:16.274272,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 04:14:50.559986,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 04:15:50.559986,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 04:17:24.845700,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 04:18:24.845700,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 04:19:59.131414,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 04:20:59.131414,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 04:22:33.417128,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 04:23:33.417128,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 04:25:07.702842,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 04:26:07.702842,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 04:27:41.988556,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 04:28:41.988556,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 04:30:16.274270,Bob,Cole,Dan
1,Glenbury 1,152,73,65,2024-07-31 04:31:16.274270,Bob,Cole,Dan
1,Dormont 1,64,65,73,2024-07-31 04:32:50.559984,Bob,Cole,Dan
